,area,local_price,latitud,longitud,tipology,n_rooms,n_baths,has_garage,has_pool,has_elevator,is_exterior,cluster
733,70,2625,40.4186210632324,-3.66670870780945,Piso,1.0,1.0,f,f,f,f,5
734,79,1900,40.4266815185547,-3.70882272720337,Piso,1.0,1.0,f,f,t,t,4
735,178,2500,40.4626579284668,-3.6683521270752,Piso,4.0,1.0,f,t,t,t,4
736,92,1500,40.4400634765625,-3.71256875991821,Piso,1.0,1.0,t,f,t,f,0
737,53,830,40.4681434631348,-3.69997978210449,Piso,0.0,1.0,f,f,t,t,0
738,104,1480,40.4561576843262,-3.62598514556885,Piso,1.0,1.0,t,t,t,f,0
739,90,2400,40.4299354553223,-3.68612504005432,Piso,1.0,1.0,f,f,t,t,4
740,70,1650,40.4523696899414,-3.69344019889832,Piso,1.0,1.0,t,f,t,t,4
741,85,880,40.4288864135742,-3.66236090660095,Piso,1.0,1.0,f,f,t,t,0
742,41,2160,40.4344749450684,-3.66472029685974,Piso,1.0,1.0,f,f,t,t,4
743,80,1800,40.4224128723145,-3.71459579467773,Piso,1.0,1.0,t,t,t,t,4
744,90,2580,40.411075592041,-3.67536926269531,Piso,1.0,1.0,f,f,f,t,4
745,80,3000,40.4215621948242,-3.6836109161377,Piso,1.0,1.0,f,f,t,t,5
746,90,1675,40.4276084899902,-3.70893096923828,Piso,1.0,1.0,f,f,f,f,4
747,650,6995,40.4639205932617,-3.68528127670288,Chalet,6.0,5.0,t,t,f,t,1
748,49,860,40.461612701416,-3.62671065330505,Piso,1.0,1.0,f,f,f,t,0
749,65,1050,40.4207191467285,-3.70213651657104,Piso,1.0,1.0,t,t,t,t,0
750,94,1415,40.4536399841309,-3.59843587875366,Piso,1.0,1.0,t,t,t,t,0
751,61,2500,40.4230003356934,-3.70556616783142,Piso,1.0,1.0,f,f,t,t,4
752,178,5000,40.4217262268066,-3.6864812374115,Piso,1.0,1.0,f,f,t,t,1
753,50,1070,40.4464912414551,-3.70492196083069,Piso,1.0,1.0,f,f,t,t,0
754,20,1240,40.4617958068848,-3.67724752426147,Piso,1.0,1.0,f,f,f,t,0
755,55,890,40.3763999938965,-3.74490761756897,Piso,1.0,1.0,f,f,f,t,0
756,40,1090,40.4563903808594,-3.70595264434814,Piso,1.0,1.0,f,f,t,t,0
757,65,1250,40.4473762512207,-3.67330265045166,Piso,1.0,1.0,f,f,t,t,0
758,82,1750,40.413516998291,-3.71168208122253,Piso,1.0,1.0,f,f,t,t,4
759,42,1200,40.443977355957,-3.679044008255,Piso,1.0,1.0,f,f,t,t,0
760,50,1000,40.4948120117188,-3.69086050987244,Piso,1.0,1.0,f,f,f,t,0
761,90,1990,40.4257698059082,-3.70241761207581,Piso,1.0,1.0,f,f,f,t,4
762,130,4150,40.4311828613281,-3.70242261886597,Piso,1.0,1.0,f,f,t,t,1
763,50,850,40.4306640625,-3.67504262924194,Piso,1.0,1.0,f,f,t,f,0
764,239,5000,40.415885925293,-3.70124673843384,Piso,4.0,5.0,f,f,t,t,1
765,100,4000,40.4445571899414,-3.69812560081482,Piso,1.0,1.0,f,f,f,t,1
766,70,1499,40.4288177490234,-3.70459294319153,Piso,1.0,1.0,f,f,t,t,0
767,98,1600,40.4324714,-3.7102118,Piso,1.0,1.0,f,f,t,t,0
768,58,1100,40.4686546325684,-3.66683387756348,Piso,1.0,1.0,f,f,f,t,0
769,40,1600,40.4274253845215,-3.70779061317444,Piso,1.0,1.0,f,f,t,f,0
770,150,3240,40.4181518554688,-3.70303893089294,Piso,1.0,1.0,f,f,f,t,5
771,108,2000,40.442253112793,-3.69768381118774,Piso,1.0,1.0,f,f,t,t,4
772,125,2589,40.4358901977539,-3.69223737716675,Piso,1.0,1.0,f,f,t,f,4
773,110,2200,40.4274837,-3.6775214,Piso,1.0,1.0,f,f,t,t,4
774,160,4500,40.4363861083984,-3.69460487365723,Piso,1.0,1.0,t,t,t,t,1
775,85,3750,40.4265556335449,-3.70619058609009,Piso,1.0,1.0,f,f,t,t,5
776,60,790,40.3882713317871,-3.74282073974609,Piso,1.0,1.0,f,f,t,t,0
777,430,8900,40.4729156494141,-3.73279404640198,Chalet,5.0,4.0,t,t,f,f,1
778,69,1900,40.4266395568848,-3.679532289505,Piso,1.0,1.0,f,f,t,t,4
779,345,3900,40.4662094116211,-3.78874731063843,Piso,5.0,1.0,f,t,t,t,1
780,50,2100,40.5007591247559,-3.657870054245,Piso,1.0,1.0,f,f,t,t,4
781,110,1450,40.4126091003418,-3.7302348613739,Piso,1.0,1.0,f,f,f,f,0
782,50,1933,40.4641189575195,-3.69483518600464,Piso,1.0,1.0,f,f,f,f,4
783,40,800,40.3973159790039,-3.70412445068359,Piso,0.0,1.0,f,t,t,t,0
784,199,2100,40.4869422912598,-3.70444202423096,Piso,1.0,1.0,t,t,t,t,4
785,128,3000,40.4224090576172,-3.70794868469238,Piso,1.0,1.0,t,t,t,f,5
786,215,3900,40.4435768127441,-3.70038938522339,Piso,4.0,4.0,t,f,t,t,1
787,50,1040,40.4414482116699,-3.68140459060669,Piso,1.0,1.0,f,f,f,f,0
788,38,1090,40.4450302124023,-3.68099021911621,Piso,1.0,1.0,f,f,f,f,0
789,120,2550,40.4486808776855,-3.67864632606506,Piso,1.0,1.0,f,f,t,t,4
790,80,1500,40.3972969055176,-3.69917321205139,Piso,1.0,1.0,f,f,t,t,0
791,120,1650,40.482852935791,-3.66485095024109,Piso,4.0,1.0,t,t,t,t,4
792,145,2100,40.4587631225586,-3.7084527015686,Piso,4.0,1.0,f,t,t,t,4
793,75,1400,40.3728485107422,-3.74172019958496,Piso,1.0,1.0,t,t,t,t,0
794,62,3100,40.4224510192871,-3.68499183654785,Piso,1.0,1.0,f,f,t,t,5
795,50,1100,40.437215,-3.6374171,Piso,1.0,1.0,f,f,f,f,0
796,138,4500,40.406867980957,-3.70902991294861,Piso,1.0,1.0,f,f,t,t,1
797,65,2467,40.4221687316895,-3.69760727882385,Piso,1.0,1.0,f,f,f,t,4
798,85,2413,40.4182624816895,-3.67203688621521,Piso,1.0,1.0,f,f,t,f,4
799,112,4085,40.4276542663574,-3.67803144454956,Piso,1.0,1.0,f,f,t,t,1
800,25,1918,40.41748046875,-3.70672225952148,Piso,0.0,1.0,f,f,t,t,4
801,130,1800,40.41796875,-3.67533349990845,Piso,1.0,1.0,f,f,t,t,4
802,300,6500,40.4324378967285,-3.69552040100098,Piso,5.0,5.0,t,f,t,t,1
803,100,1100,40.3713302612305,-3.69584250450134,Piso,1.0,1.0,f,t,t,t,0
804,73,1000,40.402717590332,-3.69480395317078,Piso,1.0,1.0,t,t,t,t,0
805,167,7125,40.4232292175293,-3.67562627792358,Piso,1.0,4.0,f,f,t,t,1
806,179,3500,40.4444274902344,-3.70034050941467,Piso,4.0,1.0,t,f,t,t,5
807,50,2300,40.4291000366211,-3.68754029273987,Piso,1.0,1.0,f,f,t,t,4
808,50,1400,40.4177322387695,-3.70747900009155,Piso,1.0,1.0,f,f,t,f,0
809,66,3260,40.4268074035645,-3.68969440460205,Piso,1.0,1.0,f,f,t,t,5
810,60,1400,40.4091186523438,-3.69828200340271,Piso,1.0,1.0,f,f,t,t,0
811,35,900,40.412899017334,-3.70397210121155,Piso,1.0,1.0,f,f,t,t,0
812,78,2900,40.4155311584473,-3.69799733161926,Piso,1.0,1.0,f,f,t,t,5
813,250,4950,40.4271812438965,-3.67472314834595,Piso,4.0,1.0,f,f,t,t,1
814,356,5500,40.4608573913574,-3.63754749298096,Chalet,5.0,6.0,f,t,f,f,1
815,48,1593,40.4132423400879,-3.69279026985168,Piso,1.0,1.0,f,t,t,f,0
816,90,1100,40.404289,-3.681398,Piso,1.0,1.0,f,f,t,f,0
817,72,2430,40.4585151672363,-3.68666458129883,Piso,1.0,1.0,f,f,t,t,4
818,110,3593,40.4121780395508,-3.6987144947052,Piso,1.0,1.0,f,f,f,t,5
819,55,1150,40.4442481994629,-3.66923904418945,Piso,1.0,1.0,f,f,t,t,0
820,170,5319,40.4222869873047,-3.69358539581299,Piso,4.0,1.0,f,f,t,t,1
821,165,3495,40.4332313537598,-3.6733672618866,Piso,1.0,1.0,f,f,t,t,5
822,65,1600,40.4253311157227,-3.70293974876404,Piso,1.0,1.0,f,f,f,f,0
823,37,530,40.4089169,-3.7110318,Piso,1.0,1.0,t,t,f,t,0
824,110,1800,40.4092292785645,-3.70108819007874,Piso,1.0,1.0,f,f,t,t,4
825,72,2037,40.4569816589355,-3.67322111129761,Piso,1.0,1.0,f,f,f,f,4
826,223,3200,40.4331663,-3.6754451,Piso,4.0,4.0,t,f,t,t,5
827,70,3250,40.4328384399414,-3.67250919342041,Piso,1.0,1.0,f,f,t,t,5
828,110,1700,40.4177703857422,-3.67533349990845,Piso,1.0,1.0,f,f,t,t,4
829,70,1500,40.4116134643555,-3.69382858276367,Piso,1.0,1.0,t,f,t,t,0
830,97,1400,40.4563005,-3.6211662,Piso,1.0,1.0,f,t,t,t,0
831,40,2700,40.4203796386719,-3.68710851669312,Piso,1.0,1.0,f,f,t,t,5
832,90,1500,40.4100646972656,-3.69396305084229,Piso,1.0,1.0,f,f,t,t,0
833,115,1480,40.4902114868164,-3.66337966918945,Piso,1.0,1.0,f,f,t,t,0
834,40,1468,40.4216842651367,-3.70347809791565,Piso,1.0,1.0,f,f,f,t,0
835,45,900,40.4067802429199,-3.7290256023407,Piso,1.0,1.0,f,f,f,f,0
836,70,1550,40.4636917114258,-3.67400979995728,Piso,1.0,1.0,f,t,t,t,0
837,65,795,40.3900032043457,-3.74284815788269,Piso,1.0,1.0,f,f,f,t,0
838,230,2500,40.4235649108887,-3.71851873397827,Piso,4.0,1.0,t,t,f,f,4
839,113,2400,40.4140663146973,-3.70558977127075,Piso,1.0,1.0,f,f,t,t,4
840,120,5600,40.4228744506836,-3.69075155258179,Piso,1.0,1.0,f,f,t,t,1
841,75,800,40.384349822998,-3.70238399505615,Piso,1.0,1.0,f,f,f,t,0
842,50,2900,40.4375419616699,-3.68652701377869,Piso,1.0,1.0,f,f,t,t,5
843,89,750,40.4006233215332,-3.66567301750183,Piso,1.0,1.0,t,t,t,t,0
844,95,2620,40.4476699829102,-3.67191863059998,Piso,1.0,1.0,f,f,f,f,4
845,130,2100,40.4216690063477,-3.6743335723877,Piso,1.0,1.0,f,f,t,t,4
846,123,1850,40.4554138183594,-3.70732045173645,Piso,1.0,1.0,t,t,t,t,4
847,55,2010,40.4140739440918,-3.70248103141785,Piso,1.0,1.0,f,f,f,t,4
848,50,900,40.4497081,-3.6874136,Piso,1.0,1.0,t,f,t,t,0
849,150,2200,40.4666062,-3.6733378,Piso,1.0,1.0,t,f,t,t,4
850,417,5400,40.4569892883301,-3.68460941314697,Piso,6.0,4.0,t,t,t,t,1
851,70,1799,40.3501358032227,-3.69960856437683,Piso,1.0,1.0,f,f,t,t,4
852,36,2370,40.4249725341797,-3.70622158050537,Piso,1.0,1.0,f,f,t,t,4
853,65,1450,40.4310569763184,-3.70440816879272,Piso,1.0,1.0,f,f,t,t,0
854,100,2500,40.430591583252,-3.72052359580994,Piso,1.0,1.0,f,f,t,t,4
855,235,3800,40.4510688781738,-3.69614791870117,Piso,1.0,1.0,t,f,t,t,5
856,151,2700,40.4320907592773,-3.72050142288208,Piso,4.0,1.0,f,f,t,t,5
857,365,12000,40.4311752319336,-3.68558621406555,Piso,5.0,5.0,t,f,t,f,1
858,40,785,40.465991973877,-3.69883608818054,Piso,1.0,1.0,t,f,t,t,0
859,85,1700,40.4423599243164,-3.67669320106506,Piso,1.0,1.0,f,f,t,f,4
860,80,1290,40.359245300293,-3.59189438819885,Piso,1.0,1.0,t,t,t,t,0
861,167,6240,40.425952911377,-3.67383027076721,Piso,1.0,1.0,f,f,t,t,1
862,55,900,40.3623657226562,-3.76433801651001,Piso,1.0,1.0,t,t,t,t,0
863,342,4200,40.4698524475098,-3.72787094116211,Piso,5.0,4.0,t,t,t,t,1
864,247,4500,40.4336242675781,-3.69130325317383,Piso,4.0,4.0,t,f,t,t,1
865,70,750,40.3962020874023,-3.67188692092896,Piso,1.0,1.0,t,t,t,t,0
866,55,1900,40.4223365783691,-3.70111298561096,Piso,1.0,1.0,f,f,f,t,4
867,320,9000,40.4308967590332,-3.6865017414093,Piso,5.0,5.0,f,f,t,t,1
868,90,7000,40.4622840881348,-3.67992615699768,Piso,1.0,1.0,f,t,t,t,1
869,113,1800,40.4709014892578,-3.67502737045288,Piso,1.0,1.0,t,t,t,t,4
870,65,1495,40.4209175109863,-3.70409107208252,Piso,1.0,1.0,f,f,t,t,0
871,65,1913,40.4296569824219,-3.70455598831177,Piso,1.0,1.0,f,f,f,f,4
872,42,900,40.450870513916,-3.70458030700684,Piso,1.0,1.0,f,f,f,t,0
873,100,4250,40.4333152770996,-3.68211936950684,Piso,1.0,1.0,f,f,t,t,1
874,342,4200,40.472110748291,-3.72889184951782,Piso,5.0,5.0,t,t,t,t,1
875,160,2800,40.4283561706543,-3.68376517295837,Piso,1.0,1.0,t,f,t,t,5
876,41,875,40.4373676,-3.7144415,Piso,1.0,1.0,f,f,t,t,0
877,31,850,40.4388694763184,-3.69960999488831,Piso,1.0,1.0,f,f,t,t,0
878,30,1351,40.4051475524902,-3.71094799041748,Piso,0.0,1.0,t,f,f,f,0
879,113,1300,40.4018707275391,-3.54836988449097,Piso,1.0,1.0,t,t,t,t,0
880,67,1250,40.4301528930664,-3.665860414505,Piso,1.0,1.0,t,t,t,t,0
881,150,3900,40.4328804016113,-3.68183517456055,Piso,1.0,1.0,f,f,t,t,1
882,120,1400,40.4955787658691,-3.61092400550842,Piso,1.0,1.0,t,t,t,t,0
883,50,1800,40.3961219787598,-3.69816851615906,Piso,1.0,1.0,f,f,f,f,4
884,95,2800,40.4130096435547,-3.70125794410706,Piso,1.0,1.0,f,f,t,t,5
885,183,3200,40.4130897521973,-3.6713399887085,Piso,4.0,1.0,f,t,t,t,5
886,122,1700,40.4557991027832,-3.67937469482422,Piso,1.0,1.0,t,f,t,t,4
887,140,3300,40.4227333068848,-3.67864656448364,Piso,1.0,1.0,f,f,t,t,5
888,29,750,40.4262619018555,-3.70799422264099,Piso,0.0,1.0,f,f,f,t,0
889,40,2700,40.4233779907227,-3.68869471549988,Piso,1.0,1.0,f,f,t,f,5
890,135,2900,40.4201240539551,-3.70904970169067,Piso,1.0,1.0,t,f,t,t,5
891,130,1800,40.4820976257324,-3.6639232635498,Piso,1.0,1.0,t,t,t,t,4
892,105,3595,40.4532051086426,-3.69685530662537,Piso,1.0,1.0,f,f,t,t,5
893,90,1750,40.4554138183594,-3.70732045173645,Piso,1.0,1.0,t,f,t,t,4
894,60,780,40.4105186462402,-3.70050191879272,Piso,1.0,1.0,f,f,t,f,0
895,70,2200,40.4311790466309,-3.6965446472168,Piso,1.0,1.0,f,f,f,t,4
896,20,750,40.4073715209961,-3.69943165779114,Piso,1.0,1.0,f,f,f,t,0
897,110,5850,40.4264030456543,-3.68351650238037,Piso,1.0,1.0,f,f,t,t,1
898,35,1000,40.4176597595215,-3.70884776115417,Piso,0.0,1.0,f,f,t,f,0
899,230,6600,40.4193229675293,-3.70417547225952,Piso,5.0,1.0,f,f,t,t,1
900,315,2500,40.4717826843262,-3.82271361351013,Chalet,4.0,1.0,f,t,f,f,4
901,128,940,40.4971084594727,-3.6902027130127,Piso,1.0,1.0,f,f,f,t,0
902,43,1620,40.4115905761719,-3.70917057991028,Piso,1.0,1.0,f,f,t,t,0
903,29,900,40.4855270385742,-3.61559820175171,Piso,1.0,1.0,t,t,t,t,0
904,138,2000,40.4298210144043,-3.67367172241211,Piso,4.0,1.0,f,f,t,t,4
905,56,990,40.3710556030273,-3.75311160087585,Piso,1.0,1.0,f,f,t,t,0
906,70,1400,40.4104042053223,-3.7016224861145,Piso,1.0,1.0,f,f,t,t,0
907,32,1450,40.4206352233887,-3.71059131622314,Piso,1.0,1.0,f,f,f,f,0
908,270,12000,40.4112205505371,-3.67460560798645,Piso,4.0,4.0,t,f,t,t,1
909,75,2190,40.4449729919434,-3.6962149143219,Piso,1.0,1.0,f,f,t,t,4
910,90,1150,40.3948211669922,-3.75605821609497,Piso,1.0,1.0,t,t,t,t,0
911,82,2430,40.4103355407715,-3.7017776966095,Piso,1.0,1.0,f,f,t,t,4
912,70,2200,40.4296417236328,-3.67284536361694,Piso,1.0,1.0,f,f,t,t,4
913,60,750,40.3858680725098,-3.70652747154236,Piso,1.0,1.0,f,f,t,t,0
914,110,2350,40.4274940490723,-3.66481876373291,Piso,1.0,1.0,f,f,t,f,4
915,80,2900,40.4345855712891,-3.68697142601013,Piso,1.0,1.0,f,f,t,t,5
916,290,7500,40.4177932739258,-3.69136428833008,Piso,4.0,1.0,f,f,t,t,1
917,100,2396,40.4714050292969,-3.64162516593933,Piso,1.0,1.0,t,t,t,f,4
918,96,3420,40.4258270263672,-3.67195963859558,Piso,1.0,1.0,f,t,t,t,5
919,80,1150,40.4445718,-3.6649626,Piso,1.0,1.0,t,f,t,t,0
920,260,4300,40.453556060791,-3.61333036422729,Chalet,4.0,1.0,f,t,f,t,1
921,87,2000,40.4412155151367,-3.69620132446289,Piso,1.0,1.0,f,f,t,t,4
922,114,5070,40.4212646484375,-3.69015717506409,Piso,1.0,1.0,f,f,t,f,1
923,120,4000,40.4256782531738,-3.67930126190186,Piso,1.0,1.0,f,f,t,t,1
924,448,4800,40.4571342468262,-3.63164019584656,Chalet,5.0,5.0,f,t,f,t,1
925,85,800,40.3542518615723,-3.70382189750671,Piso,1.0,1.0,t,t,t,t,0
926,120,3500,40.4468269348145,-3.682377576828,Piso,1.0,4.0,t,f,t,t,5
927,50,1400,40.4177322387695,-3.70747900009155,Piso,1.0,1.0,f,f,t,f,0
928,80,4335,40.4258270263672,-3.67195963859558,Piso,1.0,1.0,f,t,t,t,1
929,45,1420,40.4095878601074,-3.69942378997803,Piso,1.0,1.0,f,f,f,f,0
930,90,1220,40.4471969604492,-3.78823566436768,Piso,1.0,1.0,f,t,t,t,0
931,121,2300,40.423299,-3.6989512,Piso,1.0,1.0,f,f,t,t,4
932,70,1400,40.4233016967773,-3.70363354682922,Piso,1.0,1.0,f,f,t,t,0
933,342,4200,40.4701080322266,-3.73098015785217,Piso,5.0,5.0,t,t,t,t,1
934,220,3500,40.4302444458008,-3.68498039245605,Piso,4.0,1.0,t,t,f,f,5
935,91,4590,40.4258270263672,-3.67195963859558,Piso,1.0,1.0,f,t,t,t,1
936,75,2850,40.4384536743164,-3.69162631034851,Piso,1.0,1.0,f,t,t,t,5
937,50,2000,40.4234504699707,-3.70782852172852,Piso,1.0,1.0,f,f,t,t,4
938,105,1490,40.4062881469727,-3.66847538948059,Piso,1.0,1.0,f,f,t,t,0
939,40,1100,40.4312171936035,-3.71703791618347,Piso,1.0,1.0,f,f,t,f,0
940,250,3350,40.4564056396484,-3.68719482421875,Piso,4.0,4.0,f,f,t,t,5
941,74,1600,40.4098777770996,-3.70811319351196,Piso,1.0,1.0,f,f,t,t,0
942,85,1175,40.4155904,-3.702224,Piso,1.0,1.0,f,f,t,t,0
943,330,4400,40.4538612365723,-3.62932920455933,Chalet,6.0,5.0,f,f,f,f,1
944,43,630,40.3948706,-3.6597692,Piso,1.0,1.0,f,f,f,t,0
945,350,7500,40.4581031799316,-3.65380430221558,Piso,4.0,1.0,f,t,f,t,1
946,140,1999,40.4833450317383,-3.66292858123779,Piso,4.0,1.0,t,f,t,t,4
947,110,5000,40.4242401123047,-3.68992590904236,Piso,1.0,1.0,t,f,t,t,1
948,100,2500,40.437183380127,-3.68203330039978,Piso,4.0,1.0,t,f,t,t,4
949,270,4500,40.4418907165527,-3.69322443008423,Piso,4.0,5.0,f,f,t,t,1
950,149,10000,40.4299430847168,-3.68696594238281,Piso,1.0,1.0,f,f,t,t,1
951,180,5940,40.4257011413574,-3.69699954986572,Piso,4.0,4.0,f,f,t,t,1
952,55,1300,40.4678268432617,-3.68480944633484,Piso,1.0,1.0,t,t,t,t,0
953,260,4000,40.4389305114746,-3.67500495910645,Piso,5.0,4.0,t,f,t,t,1
954,244,5000,40.418571472168,-3.68586611747742,Piso,1.0,4.0,f,f,t,t,1
955,170,3650,40.4204368591309,-3.71171021461487,Piso,4.0,1.0,f,f,t,t,5
956,90,2900,40.4354019165039,-3.68476796150208,Piso,1.0,1.0,f,f,t,t,5
957,55,2517,40.4351577758789,-3.67213416099548,Piso,1.0,1.0,f,f,t,t,4
958,62,1200,40.4673881530762,-3.69927978515625,Chalet,1.0,1.0,f,f,f,f,0
959,50,795,40.3400039672852,-3.67908143997192,Piso,1.0,1.0,t,t,t,t,0
960,75,1290,40.4240875244141,-3.7094349861145,Piso,1.0,1.0,f,f,t,t,0
961,140,1800,40.4443054199219,-3.57874941825867,Piso,1.0,1.0,t,f,t,t,4
962,70,1200,40.4006958007812,-3.70238471031189,Piso,1.0,1.0,t,f,t,t,0
963,50,1300,40.3880386352539,-3.70186352729797,Piso,1.0,1.0,f,f,f,f,0
964,50,1000,40.4197006225586,-3.70246410369873,Piso,1.0,1.0,t,t,t,t,0
965,60,2875,40.4248390197754,-3.70442318916321,Piso,1.0,1.0,f,f,t,t,5
966,50,1180,40.4304162,-3.7055148,Piso,1.0,1.0,f,f,f,f,0
967,29,499,40.4113349914551,-3.70223164558411,Piso,1.0,1.0,f,f,f,f,0
968,494,15000,40.4188499450684,-3.68646693229675,Piso,5.0,4.0,f,f,t,t,1
969,69,3090,40.4342765808105,-3.67469143867493,Piso,1.0,1.0,f,f,t,t,5
970,120,950,40.4021873474121,-3.62365698814392,Piso,1.0,1.0,t,t,t,f,0
971,70,2990,40.4400520324707,-3.69353795051575,Piso,1.0,1.0,f,f,t,t,5
972,155,6500,40.4263114929199,-3.68442797660828,Piso,1.0,4.0,f,f,t,t,1
973,132,1700,40.4476165771484,-3.67510414123535,Piso,1.0,1.0,f,f,t,t,4
974,55,1250,40.4273338317871,-3.7080340385437,Piso,1.0,1.0,f,f,t,t,0
975,80,2700,40.4419441223145,-3.70398259162903,Piso,1.0,1.0,f,f,t,t,5
976,180,2600,40.4321899414062,-3.70445370674133,Piso,4.0,1.0,t,f,t,t,4
977,75,2017,40.4363136291504,-3.71134495735168,Piso,1.0,1.0,f,f,f,f,4
978,322,4900,40.4280047,-3.6883228,Piso,4.0,5.0,t,f,t,t,1
979,40,1000,40.4136352539062,-3.69899082183838,Piso,1.0,1.0,f,f,t,t,0
980,85,1250,40.4256248474121,-3.70702695846558,Piso,1.0,1.0,f,f,f,t,0
981,20,900,40.4369964599609,-3.69857954978943,Piso,0.0,1.0,f,f,f,t,0
982,80,1000,40.4920196,-3.6968772,Chalet,1.0,1.0,f,f,f,t,0
983,40,700,40.4469379,-3.7018357,Piso,1.0,1.0,f,f,t,f,0
984,115,1600,40.4707984924316,-3.63832378387451,Piso,1.0,1.0,f,f,t,t,0
985,60,750,40.3746139,-3.7536762,Piso,1.0,1.0,f,f,f,t,0
986,115,2192,40.4106330871582,-3.72482657432556,Piso,1.0,1.0,t,f,t,t,4
987,100,2300,40.4901008605957,-3.6639301776886,Piso,1.0,1.0,t,t,t,t,4
988,90,2100,40.417366027832,-3.70707535743713,Piso,1.0,1.0,f,f,t,t,4
989,95,2700,40.432186126709,-3.69967889785767,Piso,1.0,1.0,f,f,t,t,5
990,110,2000,40.418399810791,-3.70784449577332,Piso,1.0,1.0,f,f,t,t,4
991,64,950,40.4940368,-3.6557409,Piso,1.0,1.0,t,t,t,t,0
992,202,3700,40.4163780212402,-3.7102267742157,Piso,4.0,1.0,t,t,t,t,5
993,60,1200,40.4337463378906,-3.69366455078125,Piso,1.0,1.0,t,f,t,t,0
994,110,2240,40.4179229736328,-3.70498991012573,Piso,1.0,1.0,f,f,t,t,4
995,92,1800,40.4369010925293,-3.68336129188538,Piso,1.0,1.0,f,f,t,t,4
996,73,700,40.4062004089355,-3.61562609672546,Piso,1.0,1.0,f,f,f,t,0
997,70,1050,40.4554023742676,-3.67235970497131,Piso,1.0,1.0,t,t,t,t,0
998,80,850,40.4400152,-3.6249494,Piso,1.0,1.0,t,f,t,t,0
999,50,1580,40.424919128418,-3.71118497848511,Piso,0.0,1.0,f,f,t,f,0
1000,130,1350,40.4172868,-3.6194087,Piso,1.0,1.0,t,t,t,t,0
1001,150,2900,40.4340934753418,-3.67668437957764,Piso,1.0,1.0,f,f,t,t,5
1002,60,850,40.4285385,-3.6740923,Piso,1.0,1.0,f,t,t,t,0
1003,154,6660,40.4232292175293,-3.67562627792358,Piso,1.0,1.0,f,f,t,t,1
1004,123,1250,40.4561689,-3.6944202,Piso,1.0,1.0,t,f,t,t,0
1005,45,2025,40.4364700317383,-3.67166590690613,Piso,1.0,1.0,f,t,t,t,4
1006,40,650,40.4617309570312,-3.69646072387695,Piso,0.0,1.0,f,f,t,t,0
1007,50,1755,40.4097785949707,-3.70850253105164,Piso,1.0,1.0,f,f,t,t,4
1008,107,1300,40.4316291809082,-3.64374041557312,Piso,1.0,1.0,f,f,t,t,0
1009,132,1975,40.4273376464844,-3.67378640174866,Piso,1.0,1.0,t,t,t,t,4
1010,300,8700,40.4281120300293,-3.68751549720764,Piso,4.0,1.0,f,f,t,t,1
1011,50,1890,40.4097785949707,-3.70850253105164,Piso,1.0,1.0,f,f,t,t,4
1012,55,1770,40.4001502990723,-3.6696298122406,Piso,1.0,1.0,f,f,f,f,4
1013,75,1785,40.409969329834,-3.71269345283508,Piso,1.0,1.0,f,f,f,f,4
1014,104,1450,40.481861114502,-3.68494629859924,Piso,4.0,1.0,f,f,t,t,0
1015,235,3800,40.4429702758789,-3.71261978149414,Piso,5.0,1.0,f,f,t,t,5
1016,80,999,40.4570770263672,-3.77122783660889,Piso,1.0,1.0,f,f,f,t,0
1017,194,3800,40.4357223510742,-3.68065357208252,Piso,4.0,4.0,f,f,f,t,5
1018,40,550,40.4220293,-3.7110364,Piso,1.0,1.0,f,f,f,f,0
1019,50,900,40.4704551696777,-3.72823548316956,Piso,1.0,1.0,f,f,f,t,0
1020,162,2700,40.4519844055176,-3.67802858352661,Piso,4.0,1.0,f,f,t,t,5
1021,120,1500,40.439022064209,-3.61863398551941,Piso,0.0,1.0,f,f,t,t,0
1022,58,620,40.407685,-3.7075024,Piso,1.0,1.0,f,f,f,t,0
1023,200,3300,40.4599342346191,-3.79689764976501,Piso,4.0,4.0,t,t,t,t,5
1024,157,2990,40.4458503723145,-3.6954402923584,Piso,1.0,1.0,t,f,t,t,5
1025,114,1800,40.4348106384277,-3.70107674598694,Piso,1.0,1.0,f,f,t,t,4
1026,44,800,40.4639282226562,-3.69335627555847,Piso,0.0,1.0,t,t,t,t,0
1027,57,1200,40.4190125,-3.7188519,Piso,1.0,1.0,t,f,t,t,0
1028,45,990,40.4154434204102,-3.70969295501709,Piso,1.0,1.0,f,f,t,t,0
1029,109,1600,40.4452285766602,-3.78439164161682,Piso,1.0,1.0,t,t,t,t,0
1030,104,1550,40.4956970214844,-3.70458006858826,Piso,1.0,1.0,t,t,t,t,0
1031,90,4185,40.4369888305664,-3.70373249053955,Piso,1.0,1.0,f,t,t,t,1
1032,340,12500,40.4120483398438,-3.68836832046509,Piso,4.0,5.0,f,f,t,t,1
1033,68,1300,40.4148826599121,-3.70924615859985,Piso,1.0,1.0,f,f,t,t,0
1034,50,1850,40.4273591,-3.6852625,Piso,1.0,1.0,f,f,t,t,4
1035,45,850,40.3962593078613,-3.73966217041016,Piso,1.0,1.0,f,f,t,f,0
1036,55,850,40.4045395,-3.6964029,Piso,1.0,1.0,f,f,f,f,0
1037,60,1400,40.4276657104492,-3.67264556884766,Piso,1.0,1.0,t,f,t,t,0
1038,276,7500,40.4295196533203,-3.68132948875427,Piso,1.0,1.0,f,f,t,t,1
